text	label
台湾宜兰将推出充气大白鸭 供游客拍照（图）	2
金像奖重提“香港制造” 颁奖嘉宾述纯港片发展	6
万余中国人报名“移民”火星 登陆后将难返地球	3
佩内洛普·克鲁兹产女 与凯特王妃爱子同一天出生	6
黄磊透露婚姻保鲜秘诀：平凡的情感才最珍贵	6
外媒：美军打造最大隐形驱逐舰威慑亚太	3
足协骨龄检测多数不合格 平均5球员就有1人超标	7
日本使馆工作人员为销毁私吞公款证据而纵火	3
王晶发文暗骂周星驰:利用拍档 功劳尽归自己	6
高台跳水明年登大雅之堂 中国仅有1人推广该运动	7
女子50米步枪卧射:王成意个人摘金 韩国团体夺冠	7
河北省通报31个省市责任书减排项目	1
反兴奋剂中心：禁赛3月因孙杨出示证据为治心脏	7
田亮郑州签售新书 感叹女儿森碟人气超过自己	7
英高官警告英国球迷 警方前往南非对付足球流氓	7
中国人民银行将于25日发行1600亿央票	4
济南时报：中超上演“葡萄牙德比”	7
人社部回应延迟退休:已在上海等个别地区探索	4
以色列拟在与埃及边境兴建安全围篱 防非法入境	3
汪明荃“白发魔女”扮女皇 吴卓羲变笨鸡(图)	6
我国将建立养老服务评估制度	4
台湾艺人大炳病逝 曾四次吸毒为摆脱丑闻疯狂工作	6
张铁林称自己智慧超《极速前进》其他参赛者	6
国脚战老挝被曝出工不出力 高洪波怒斥郜林	7
德国国门逝世周年忌 汉诺威拟命名恩克街	7
港澳文化艺术人士感悟传统文化 谈当今港澳社会	2
前国民党“立委”称民进党早晚与柯文哲翻脸	2
美国会议员报销名目多 离职前“突击”花钱(图)	3
"卖馒头的变身""药剂师"" 一袋药丸成本800元卖22万"	4
《狼图腾》10月底杀青 草原拍戏冯绍峰病倒(图)	6
沪1月轨交逃票查处数同比降六成 逃票最高罚75元	4
桑兰再次起诉时代华纳 律师称被告未履行承诺	7
为何物品叫“东西”不叫“南北”？东汉时已出现	5
设计出防雾霾瓦片 南京小伙获“设计奥斯卡”金奖	5
伊拉克副总统哈希米被以恐怖主义罪名判死刑	3
高速男篮一场大胜保前四 下轮客场挑战广厦	7
欧冠：伊布传射巴黎双杀切尔西 连续4赛季进8强	7
刘铁男严重违纪违法被开除党籍和公职	1
黎真主党称袭击以军车致伤亡 称系对以空袭报复	3
台湾一男子潜船私渡入境 被厦门边检查获遣返	2
萨科齐敦促卡扎菲放下武器	3
纽约警察遭枪击2嫌犯被捕 市长探伤员被“嫌弃”	3
杨少华81岁玩“跨界” 戏份不多却笑果十足	6
C919推动民机产业大升级 项目前景须经受市场检验	4
艺术品回归理性 近现代水墨或可成为下一匹黑马	5
散装油太脏 市民不买账	4
火箭队官方宣布姚明手术成功 复出时间仍未定	7
俄总统称支持南奥塞梯和阿布哈兹关于其地位决定	3
戴姆勒国产零配件比例将达40%	4
江苏城管执法车假日现身草莓园 当事人被辞退	1
"港版""落叶归根"" 一港人为去世亲人办登机手续"	2
奥巴马派代表参加黑人青年葬礼 民众吁起诉警察	3
国税总局：土地增值税欠缴推算有误	4
外媒：中国钢铁需求低迷 钢铁企业业绩萎靡不振	4
四川界定5种问责情形 促派驻机构有效履职	1
国民党民代将提案修法 让在台满6月陆生参加健保	2
央行：下半年继续实施适度宽松的货币政策	4
国台办证实文化部邀请龙应台以适当身份访大陆	2
以色列大选解析：内塔尼亚胡未来之路不平坦	3
海口美兰机场免税店开业 离岛免税全面推行	4
韩媒：日本仍有整套设施 有能力制造核物质钚	3
台北市为台湾人口净迁出最多城市 年均流失万人	2
天津一出租司机免费搭载市民：我的名字叫塘沽	1
话剧《红旗谱》郑州将演 改编自梁斌同名著作	5
藏人痛失阿沛  立志“踏着他的脚步前行”	1
80后俏主播谢娜、朱丹、王婧、柳岩青涩照曝光	6
皮特朱莉婚礼或弃用庄园：找个新地点保证隐私	6
众星云集BBC年度颁奖典礼 汉密尔顿C罗成赢家	7
“世界最贵邮票”邮票待拍卖 仅一枚传世(图)	5
四川成都这一刻：警报长鸣 静默哀思	1
“中国馆之父”何镜堂：亚运开幕式开先河有创意	7
湖南道县古人类遗址再次发掘20枚人类牙齿化石	5
泰红衫军称领导人均逃脱 政府称将采进一步行动	3
陈德铭：望美方在多哈谈判发挥更大建设性作用	4
陈振聪：龚如心欲以风水学校商标作华懋商标	2
四川去年超额完成保障房建设任务 竣工16.2万套	1
张希上学仍未退役 有望搭档薛晨再战里约奥运	7
所罗门群岛海域发生6.4级地震 震源深度5公里(图)	3
广东一公安局长被曝赌球输百万 单位：早就听闻	1
李敏镐现身上海 粉丝需掏钱获入场券(图)	6
西双版纳暴雨引发洪涝 景洪勐腊2.9万人受灾	1
索契冬奥会一火炬手突发心脏病身亡	7
李小鹏坐镇“火山口”：抓安全生产也是政绩	1
东北抗日义勇军百枚货币重见天日 见证918抗战史	5
成龙回应和宋祖英贴面：我每次都这样，很普通	6
"包小柏谈""90后花儿"" 暗讽""快女""只知煽情太做作"	6
Angelababy穿婚纱亮相 不希望婚礼太大场面(图)	6
春拍物美价廉 张大千拍得300万	4
美国康州小学篮球赛场外枪击致1死3伤 一嫌犯被捕	3
清乾隆刊刻昭明文选拍出7.5万 古书拍出亲民价	5
调查显示住房开支在中国家庭消费中“最坚挺”	4
卡马乔团队今抵京 年薪创历史新高	7
求子不易 29岁女子带女婴裸体入镜拍写真	2
第二届中国国际雕博会福建惠安开幕	5
阿尔卑斯溶冰现80具一战士兵遗体 保存完好(图)	3
国际奥委会主席盛赞南京青奥会特别精彩 充满创新	7
"孙楠自认无""跨界天分"" 将上央视马年春晚献歌"	6
民政部回应“殡葬暴利”：将全面推行惠民殡葬	4
学者：拜占廷史凸显历史连续性	5
美国前防长为新书受访 批奥巴马损害美国信誉	3
公务员品吴官正《闲来笔潭》：身不由己仍坚守信念	1
埃及球迷抗议活动再酿惨剧 引发冲突致两人死亡	7
北海皇家船坞大修 沿用“一麻五灰”修缮工艺	5
黄奕老公否认家暴 称要曝光所有证据	6
示威不断 法国环保部长首次质疑争议大坝项目	3
"邓超喊话杨幂女儿""小糯米"":等等哥哥以后罩你(图)"	6
"欧冠红白大战上演复出秀 拉莫斯看好""罗本速度"""	7
美运载火箭爆炸前曾推迟发射 尚不清楚事故原因	3
民调显示多数美国人在巴以冲突中支持以色列	3
上市公司“务农”正流行 机遇风险并存考验企业内功	4
失联日本自卫队飞机6名机组人员全部找到	3
400米双料世界冠军服壮阳药 药检失败禁赛2年	7
成都驷马桥名称由来：司马相如兑现坐车过桥誓言	5
韩寒导演处女作将开机 被曝不拍商业片	6
国民党称嘉义涉弊案苏贞昌护短 引蓝绿互喷口水	2
10个地区单位通报今年首轮巡视整改情况 立案数上升	1
地方政府举债成“鸦片瘾” 专家建议城市信用评级	1
18日国内大宗商品反弹 近全线收涨	4
亚太影展遭遇台湾地震 侯佩岑：它在释放能量	6
中国滑轮高手将在东江湖挑战水上飞越 冲击吉尼斯	7
科威特刑事法院以间谍罪判处两名被告死刑	3
柳斌杰：文化立法在中国是短板 正完善法律体系	1
金融危机殃及俄足球 阿布心情不好推迟迎娶娇妻	7
印度女童嘴莫名肿痛 医生取出202颗牙齿(图)	3
港股成交创7月来新低 尾市缺承接急速下滑	2
中国第一块汽车牌照的故事：1945年最后一次现身	5
雷军、董明珠豪掷10亿赌业绩 大佬打赌成风？	4
西班牙智库发布“全球存在指数” 中国排行第五	3
60国代表齐聚巴黎商讨利比亚战后重建工作	3
中国戏曲学院名角台北连演三天传统京剧	5
足坛打黑案4月开庭 将对30名涉案人员进行审理	7
飞向何处？支线航空“冲动”下的民营航空困境	4
西博会开幕式落户星光大道 大运河杭州段烟花装扮	6
北京天坛祈年殿柱子鸟粪多 古建保护成难题（图）	5
维护台胞投资合法权益 提升湘台经贸合作水平	2
山东设立37个省级以上台湾园区 形成聚集效应	2
清代银秤巴掌大 旧时用来称黄金(图)	5
电影《乔布斯》内地将上映 讲述乔布斯传奇故事	6
中国家用电器研究院首发用户体验评测体系	4
"大巴黎将穿恐袭纪念衫战法甲 印""我就是巴黎""字样"	7
广东客场绝杀险胜江苏 易建联、朱芳雨均20+(图)	7
《图兰朵》拍摄电影版 将考虑上院线播映	6
国务院总理温家宝与法国总理菲永举行会谈	1
申花队员发誓要拼下大连 对手感叹保级拿分不易	7
“神七”发射时间多重考虑 保证宇航员阳面出舱	1
李某某上诉案庭审12小时 李律师：一切都在努力中	6
政府采购不得指定品牌型号	4
李明博登韩日争议岛屿 凸显日本难言尴尬境地	3
杨千嬅夺金像奖影后：机会留给有准备的人	6
黄永玉致李宝瑞谈文学：用玩的态度对待文字不行	5
香港将恢复进口内地活鸡 分隔选址正在商讨中	2
2PM玉泽演将起诉涉性骚扰网友：绝不和解	6
朝鲜青年节庆祝会举行 金正恩致贺信提要求(图)	3
上海学者指中东政治和社会转型面临四大挑战	3
多地高温持续破纪录 8月份部分地区可能更热	1
恒大命硬绝杀成瘾 斯帅：赢巴萨不是没可能	7
中国财政状况进全球五强 澳大利亚在排名居首	4
2600点之下 5千万自购基金踩到地面还是“地雷”	4
繁殖羽黑嘴端凤头燕鸥首现台湾	2
蔡英文能整合绿营的两岸思维吗？	2
孙妍在亮相大学引轰动 跆拳道课百男生围观(图)	7
别让证券市场禁入新规成无牙“老虎”	4
明星过年不得闲 章子怡扫货孙俪赚钱全度妍添丁	6
新疆铁路从4月10起调整列车运行图	1
NBA总决赛即将上演 詹姆斯库里决定总冠军归属	7
林丹出战亚锦赛赢球仅用24分钟 奥运后终复出	7
乌军强攻顿涅茨克民间武装司令部 双方持续激战	3
美国医生滥开价值7700万美元止痛药 遭检方起诉	3
河北衡水发倡议 “大京九城市广播电视台联盟”成立	5
北京晚报:篮协处罚裁判打了自己的脸？	7
晒明星情人节:杨幂刘恺威相聚2小时 黄晓明送水晶	6
辛晓琪：我要的男人，这世界还没有(图)	6
台湾：落水也不怕 手机装强化壳水中可拍照	2
吴邦国结束欧亚四国之行回到北京	1
山西沁源瞒报矿难死亡人数 正副县长被约谈告诫	1
美国阿拉斯加一座火山喷发烟灰 或影响航空安全	3
"马伊琍自曝""宅妈""生活:每天接送小孩，网购买东西"	6
谢霆锋为网络游戏献声 被曝将回归乐坛	6
饮料玩“瘦身”市民称“这是变相涨价”	4
日在距钓鱼岛最近岛部署雷达 居民拦防相车抗议	3
央行：对铁道部原来贷款或债券等支持措施不变	1
北京开通菜篮子直通车 菜价最多可降两成	4
"美助理国务卿:奥巴马时代美中关系将""非常不同"""	3
吴秀波:我和媒体从来不是敌对关系 不喜萌叔称呼	6
胡学明任天津市北辰区副区长	1
超八成省区市大蒜价格上涨 全国日均价上涨6.3%	4
电商巨头布局跨境电商 阿里、腾讯纷纷出手	4
埃及一天然气中转站发生爆炸 出口管道被迫关闭	3
世界最长刺绣在广东乳源完工 拟申报吉尼斯纪录	5
调查显示中国四线城市居民城市认同感最高	1
标普下调法国评级展望至负面	4
湖南16座古墓被盗案开庭	5
性感女星变身棒球少女 深V球衣大秀事业线(组图)	7
证监会促股市发展多措施将陆续出台	1
话剧《老舍五则》上演 李成儒侯耀华回归舞台	5
周杰伦捧场蔡依林个唱 当天飞现场隔天继续拍戏	6
朱芳雨与前妻打官司胜诉 获大儿子抚养权	7
受大雾影响 辽宁全省已有10条高速公路全线封闭	1
胡彦斌出新专辑《红歌》献礼祖国	6
韦德停止偿还房贷 前妻恐再次流浪街头	7
美政府承诺不会将公民医保个人信息用于移民执法	3
港逾万商户参与推广刺激消费 官员盼改善旅游形象	2
中国南方将出现较强降雨 局地降雨量超100毫米	1
中国铁路14日预计发送旅客790万人次	1
上海上港征战中超有两点 媒体：青年军后生可畏	7
杭州六和塔重新开放(图)	5
辽足满意从鲁能身上拿到一分 下轮东北保级大战	7
可可托维奇被日之泉解雇 林勤：与球队想法不符	7
贝恩资本债转股升任二股东 黄光裕股权遭削弱	4
香港男子患罕见病命悬24小时 幸获千人次血浆保命	2
邓婕确认担任真人秀《私人订制》“圆梦嘉宾”	6
监拍:疑似广东湛江国资委副主任带女下属开房	1
亚冠大阪派多名替补首发 恒大最强阵送乌龙大礼	7
大宗商品电商平台\n年内落户京城	4
港媒剖析陈振聪落败缘由 供词自暴其短欲盖弥彰	2
斯科特调侃尼克扬新发型:像一群虫子在头上乱爬	7
花美男HIT-5韩国走红 韩媒关注内地偶像团体	6
鲁迅笔下“闰土”原型后人动情追忆周海婴	5
马英九下午将亲上火线首度报告两岸ECFA进程	2
第三届唐弢青年文学研究奖在京颁奖	5
“占领华尔街”波及欧美诸国 直击美贫富悬殊软肋	3
中国成立首家专业养老金管理机构 求解“未富先老”难题	4
20名日本侵华老兵抵达长春举行多场演讲会谢罪	5
图文：隋棠深V领舞衣跳伦巴 美腿若隐若现	6
中国11月工业增速5个月来最强 外媒:经济复苏信号	4
黄光裕被驳回再次上诉 股民索赔案成“拉锯战”	4
憨豆先生被曝生活严肃曾患抑郁 驾车高手两遇车祸	6
破纽扣割左臂 香港14岁少女自残被制止	2
新版《小李飞刀》上市 倪匡盼古龙进文学史	5
香港票房:《饥饿游戏2》夺冠	6
蔡李龙离开江苏肯帝亚男篮 称将长期转会吉林队	7
房价物价双双上涨 韩国升息压力日趋加重	4
京华时报：定西地震 理性关注是种进步	1
新疆面向中亚南亚的经贸盛会“喀交会”开幕	4
习近平将访东南亚 进一步加强同东盟关系	1
"霍夫曼身亡 克鲁尼：除""糟糕""外没词能形容我心情"	6
男子杀害亲妹后分尸 开庭口吐白沫被批演技一流	2
"秦岚新剧聚焦康熙年间大移民 演绎""女汉子""企业家"	6
港府新iBond发售 中银香港料认购数创新高	2
大S自称“金星人”晒素颜鬼脸照 表情扭曲(组图)	6
北京9月4日至6日不限行 下周恢复尾号限行	1
费德勒迪拜赛夺冠 成第4位ACE球突破9千大关球员	7
日本政府加强边境反恐举措 安倍向欧盟表明合作意愿	3
云南“慢性旱灾”损失远超湖南08年雪灾	1
宋丹丹宋方金交战撕行业乱象 中国或需制作人制度	5
印媒看中国阅兵比高低 称战略核威慑中国领先	3
杜德伟被经纪公司控告欠债 回应：非常惊讶和委屈	6
哈尔滨等东北城市出现严重雾霾 有市民戴三个口罩	1
民调：安倍内阁支持率下降 民众对政党不期待	3
Selina10月31日结婚庆祝30岁生日 未婚夫确认	6
娱评：孙菲菲“裙踩门”事件背后	6
王珞丹放狠话：我气度大，但跟我抢男人的都得死	6
刘春明年底前完不成学业 孙卫望率国奥出战亚运	7
西班牙借贷成本飙升 欧债危机或愈演愈烈	4
加拿大三分之二情侣因财务拮据押后婚事	3
星级待遇：墨西哥出动无人机保护海龟产卵(图)	3
"李少红回应争议:蒋""黛玉""胜气质 王""元春""非大妈"	6
株洲政风大考:500代表公开评议 奖惩结果当场兑现	1
国际奥委会评估团主席称北京“有能力举办冬奥会”	1
大陆仍欢迎民进党人士以适当身份来大陆走走看看	2
湖南下月居住证开始取代暂住证 持证者享多项待遇	1
赵本山憾别春晚 揭秘那些年我们一起追过的小品	6
评论：“简除烦苛，禁察非法”的敬民之心	1
《鲁迅像传》引肖像权之争 鲁迅之孙状告作者侵权	5
一年不射博斯克渐失耐心 托雷斯遭暗批或沦替补	7
含十几种食品添加剂雪糕是魔鬼吗？	4
褚时健“牵手”阿里零售平台 发力云南高原特色农业	4
徐克欲翻拍3D版《新龙门客栈》年内开机演员未定	6
第二届两岸四地营养改善学术会议在成都开幕	4
湖北红安纪委建议重新任用15名曾受处分干部	1
工信部部长苗圩：食品企业将建黑名单制度	4
中国（北流）国际陶瓷博览会开幕 11国客商寻商机	4
"""小丑先生""将再度来华演出 造型酷似卓别林(图)"	5
阿娇短发高贵似赫本 新片激吻床戏破大尺度(组图)	6
台商首次获邀列席政协成都市第十三届三次会议	1
台湾地区领导人选举角逐“年轻力量”和“第三势力”	2
专家：推动公证工作与经济社会发展深度融合	1
欧元区4月通货膨胀年率下降1.2%	4
曼联提前夺冠原因搞笑 杜蕾斯赞助转播鲁尼破球荒	7
《让熊猫飞》纽约遭抵制 网友质疑是炒作	6
李安母亲节返台演讲 将与高龄母亲团聚庆祝	6
C罗欧冠一战刷新N项纪录 带伤作战拼到被迫离场	7
央行否认“双降”是中国版QE：有很大差别	4
2015年晋愉集团剑指70亿	4
浙江省企业家对宏观经济形势进一步看好	4
台湾气象部门解除海啸警报	2
愿食品安全翻身仗从奶粉攻坚开始	4
前巴西国脚收中国球队报价 卢西奥遭俱乐部弃用	7
台湾男子香港收押所离奇死亡 全身伤痕累累(图)	2
香港男子假结婚娶两妻牟利4000元  被判13月	2
代表建议创新社会治理要将矛盾化解在田头苗头源头	1
亚青赛开幕式篮球少年引关注 自称未来想上大学	7
外资认为台湾经济2010年以前复苏几率不高	2
泰国中部、南部同涝 总理英拉表示担忧	3
F1新加坡站将用发光轮胎 车手戴特制护目镜(图)	7
朴泰桓：在以我名字命名的体育馆比赛压力很大	7
香港十大屋苑成交量升逾三成 各区入市气氛趋好	2
贾剑涛被任命为哈尔滨市政府副市长	1
安倍将参观荷兰《安妮日记》作者博物馆(图)	3
新西兰北部海域发生里氏6.4级地震 尚无人伤亡	3
华南虎南非野化成功将回国 或放归湖南江西两地	1
潘粤明经纪人：就算董洁不提出来，我们也会提	6
小宋佳出演女作家萧红 情绪大起大落崩溃好几回	6
菅直人参议院大选失利 民主党10月政绩不尽人意	3
中国驻英大使在英媒撰文批驳安倍参拜靖国神社	3
冰上伉俪复出后“分居” 已恢复到世界顶尖水平	7
广西机场集团构筑“航空物流大通道”	4
印尼警方逮捕18名涉恐嫌犯 6人涉及雅加达恐袭案	3
《隋唐英雄3》将播 刘晓庆再演16岁少女	6
"葛兰素史克深陷""讨薪门"" 回应称如存违规将开除"	4
书画鉴赏大师劳继雄：把收藏仅仅作为投资很危险	5
闽启动全球儿童画大赛 纪念妈祖羽化升天1025年	5
博尔特第五次当选国际田联年度最佳	7
绿营声称台补助大陆研究生是两岸不对等遭驳斥	2
奥巴马抵牙买加 将赴巴拿马或会晤卡斯特罗(图)	3
"传大S汪小菲闪电注册结婚 ""红娘""安以轩不知情"	6
全国高中篮球联赛爆冲突:场上玩狠的 场下玩阴的	7
美国五角大楼敲定研制新型F-35发动机合同	3
中国音乐剧现状调查：缺人才 票价高 精品少	5
中俄边防部队首次沿界河冰道联合巡逻	1
中国传统武术路在何方 搬上电视披上职业外衣	7
布鲁塞尔爆炸后 欧洲多国机场紧急加强戒备	3
世界杯亚洲区：阿联酋遭逆转连败 澳大利亚小胜	7
香港“内外兼修” 国际金融地位更上层楼	2
小型微利企业所得税优惠范围再扩大	4
少量的施舍：美国恐难兑现接收叙利亚难民承诺	3
国米新年5连胜完美开局：要好好考虑德比的事情	7
首次棒球世界排名 台湾地区名列第五	2
骑士队老板儿子手气奇佳 再为球队赢得状元秀	7
全国象甲联赛广东不敌黑龙江 遇本赛季首场败绩	7
公务员街头擦皮鞋受争议 志愿精神不应有标签	1
季羡林故居被盗案被告:判我有罪是对季老的诬蔑	5
上游农民大面积弃种大豆 国产大豆命悬一线	4
中联办主任张晓明谈有关香港发展的三大问题	2
慈善捐款能否成为减轻处罚的理由？	4
台湾：咖啡墨水当众淋头  国民党民代候选人控对手抹黑	2
邓紫棋再穿热裤配鱼网丝袜 粉丝：那不适合你(图)	2
许宁宁：中国与东盟间将呈大量新商机	4
美国牛肉争议风暴 台餐饮业恐损失上亿新台币	2
评论：莫雷要赶的是“麦迪心魔”	7
快捷酒店火碱洗涤“白床单”怎么没人管	1
香港民航处批准航空公司调低客运燃油附加费	2
台湾男子起淫念 欲猥亵女尸抱睡一夜遭起诉(图)	2
张高丽参加湖南团审议:要把青山绿水留给子孙后代	1
于涛不满媒体曝其隐私 怒称“陈年旧事被揪出”	7
前皇马球星遭国际刑警逮捕 因涉嫌洗钱+贩毒	7
专家称莫因短视损害中非关系 应实现合作双赢	3
李春江落选中国男篮主帅只因“不听话”？	7
纽约警方对路上“怪人”开枪致2名旁观者中弹	3
美国一架私人飞机坠毁并起火 机上7人全部遇难	3
韩称已基本掌握开发韩国型战机所需三项核心技术	3
环保法修正警惕伪环保：长出牙齿遏制破坏环境行为	1
